"Identifier","Coordinate","Family","Common_Name","SubCellular","SubOrganellar"
"AT2G31650","p06-r02-c37","PHD","ATX1","Nucleus","Chromosome"
"AT2G31650","p06-r02-c38","PHD","ATX1","Nucleus","Chromosome"
"EV","p06-r02-c39","EV","EV","-","-"
"EV","p06-r02-c40","EV","EV","-","-"
"AT3G22170","p06-r02-c41","FAR1","FHY3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G22170","p06-r02-c42","FAR1","FHY3","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r02-c43","EV","EV","-","-"
"EV","p06-r02-c44","EV","EV","-","-"
"AT5G45050","p06-r02-c45","WRKY","WRKY16","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G45050","p06-r02-c46","WRKY","WRKY16","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r02-c47","EV","EV","-","-"
"EV","p06-r02-c48","EV","EV","-","-"
"EV","p06-r03-c01","EV","EV","-","-"
"EV","p06-r03-c02","EV","EV","-","-"
"EV","p06-r03-c03","EV","EV","-","-"
"EV","p06-r03-c04","EV","EV","-","-"
"EV","p06-r03-c05","EV","EV","-","-"
"EV","p06-r03-c06","EV","EV","-","-"
"EV","p06-r03-c07","EV","EV","-","-"
"EV","p06-r03-c08","EV","EV","-","-"
"EV","p06-r03-c09","EV","EV","-","-"
"EV","p06-r03-c10","EV","EV","-","-"
"EV","p06-r03-c11","EV","EV","-","-"
"EV","p06-r03-c12","EV","EV","-","-"
"EV","p06-r03-c13","EV","EV","-","-"
"EV","p06-r03-c14","EV","EV","-","-"
"EV","p06-r03-c15","EV","EV","-","-"
"EV","p06-r03-c16","EV","EV","-","-"
"EV","p06-r03-c17","EV","EV","-","-"
"EV","p06-r03-c18","EV","EV","-","-"
"EV","p06-r03-c19","EV","EV","-","-"
"EV","p06-r03-c20","EV","EV","-","-"
"EV","p06-r03-c21","EV","EV","-","-"
"EV","p06-r03-c22","EV","EV","-","-"
"EV","p06-r03-c23","EV","EV","-","-"
"EV","p06-r03-c24","EV","EV","-","-"
"EV","p06-r03-c25","EV","EV","-","-"
"EV","p06-r03-c26","EV","EV","-","-"
"EV","p06-r03-c27","EV","EV","-","-"
"EV","p06-r03-c28","EV","EV","-","-"
"EV","p06-r03-c29","EV","EV","-","-"
"EV","p06-r03-c30","EV","EV","-","-"
"EV","p06-r03-c31","EV","EV","-","-"
"EV","p06-r03-c32","EV","EV","-","-"
"EV","p06-r03-c33","EV","EV","-","-"
"EV","p06-r03-c34","EV","EV","-","-"
"EV","p06-r03-c35","EV","EV","-","-"
"EV","p06-r03-c36","EV","EV","-","-"
"EV","p06-r03-c37","EV","EV","-","-"
"EV","p06-r03-c38","EV","EV","-","-"
"EV","p06-r03-c39","EV","EV","-","-"
"EV","p06-r03-c40","EV","EV","-","-"
"EV","p06-r03-c41","EV","EV","-","-"
"EV","p06-r03-c42","EV","EV","-","-"
"EV","p06-r03-c43","EV","EV","-","-"
"EV","p06-r03-c44","EV","EV","-","-"
"EV","p06-r03-c45","EV","EV","-","-"
"EV","p06-r03-c46","EV","EV","-","-"
"EV","p06-r03-c47","EV","EV","-","-"
"EV","p06-r03-c48","EV","EV","-","-"
"EV","p06-r04-c01","EV","EV","-","-"
"EV","p06-r04-c02","EV","EV","-","-"
"EV","p06-r04-c03","EV","EV","-","-"
"EV","p06-r04-c04","EV","EV","-","-"
"EV","p06-r04-c05","EV","EV","-","-"
"EV","p06-r04-c06","EV","EV","-","-"
"EV","p06-r04-c07","EV","EV","-","-"
"EV","p06-r04-c08","EV","EV","-","-"
"EV","p06-r04-c09","EV","EV","-","-"
"EV","p06-r04-c10","EV","EV","-","-"
"EV","p06-r04-c11","EV","EV","-","-"
"EV","p06-r04-c12","EV","EV","-","-"
"EV","p06-r04-c13","EV","EV","-","-"
"EV","p06-r04-c14","EV","EV","-","-"
"EV","p06-r04-c15","EV","EV","-","-"
"EV","p06-r04-c16","EV","EV","-","-"
"EV","p06-r04-c17","EV","EV","-","-"
"EV","p06-r04-c18","EV","EV","-","-"
"EV","p06-r04-c19","EV","EV","-","-"
"EV","p06-r04-c20","EV","EV","-","-"
"EV","p06-r04-c21","EV","EV","-","-"
"EV","p06-r04-c22","EV","EV","-","-"
"EV","p06-r04-c23","EV","EV","-","-"
"EV","p06-r04-c24","EV","EV","-","-"
"EV","p06-r04-c25","EV","EV","-","-"
"EV","p06-r04-c26","EV","EV","-","-"
"EV","p06-r04-c27","EV","EV","-","-"
"EV","p06-r04-c28","EV","EV","-","-"
"EV","p06-r04-c29","EV","EV","-","-"
"EV","p06-r04-c30","EV","EV","-","-"
"EV","p06-r04-c31","EV","EV","-","-"
"EV","p06-r04-c32","EV","EV","-","-"
"EV","p06-r04-c33","EV","EV","-","-"
"EV","p06-r04-c34","EV","EV","-","-"
"EV","p06-r04-c35","EV","EV","-","-"
"EV","p06-r04-c36","EV","EV","-","-"
"EV","p06-r04-c37","EV","EV","-","-"
"EV","p06-r04-c38","EV","EV","-","-"
"EV","p06-r04-c39","EV","EV","-","-"
"EV","p06-r04-c40","EV","EV","-","-"
"EV","p06-r04-c41","EV","EV","-","-"
"EV","p06-r04-c42","EV","EV","-","-"
"EV","p06-r04-c43","EV","EV","-","-"
"EV","p06-r04-c44","EV","EV","-","-"
"EV","p06-r04-c45","EV","EV","-","-"
"EV","p06-r04-c46","EV","EV","-","-"
"EV","p06-r04-c47","EV","EV","-","-"
"EV","p06-r04-c48","EV","EV","-","-"
"AT5G56930","p06-r05-c01","C3H","EMB1789","Nucleus","Chromosome"
"AT5G56930","p06-r05-c02","C3H","EMB1789","Nucleus","Chromosome"
"EV","p06-r05-c03","EV","EV","-","-"
"EV","p06-r05-c04","EV","EV","-","-"
"AT5G63420","p06-r05-c05","TRIHELIX","emb2746","Plastid","Plastid, chloroplast membrane; Plastid, chloroplast stroma; Plastid, chloroplast thylakoid membrane"
"AT5G63420","p06-r05-c06","TRIHELIX","emb2746","Plastid","Plastid, chloroplast membrane; Plastid, chloroplast stroma; Plastid, chloroplast thylakoid membrane"
"EV","p06-r05-c07","EV","EV","-","-"
"EV","p06-r05-c08","EV","EV","-","-"
"AT3G12270","p06-r05-c09","C2H2","PRMT3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G12270","p06-r05-c10","C2H2","PRMT3","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r05-c11","EV","EV","-","-"
"EV","p06-r05-c12","EV","EV","-","-"
"AT1G76880","p06-r05-c13","TRIHELIX","DF1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G76880","p06-r05-c14","TRIHELIX","DF1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"EV","p06-r05-c15","EV","EV","-","-"
"EV","p06-r05-c16","EV","EV","-","-"
"AT2G41900","p06-r05-c17","C3H","OXS2","Nucleus","Chromosome"
"AT2G41900","p06-r05-c18","C3H","OXS2","Nucleus","Chromosome"
"EV","p06-r05-c19","EV","EV","-","-"
"EV","p06-r05-c20","EV","EV","-","-"
"AT5G07400","p06-r05-c21","FHA","AT5G07400","Cytoplasm","Cytoplasm, cytoskeleton"
"AT5G07400","p06-r05-c22","FHA","AT5G07400","Cytoplasm","Cytoplasm, cytoskeleton"
"EV","p06-r05-c23","EV","EV","-","-"
"EV","p06-r05-c24","EV","EV","-","-"
"AT3G21430","p06-r05-c25","MYB-related","ALY3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G21430","p06-r05-c26","MYB-related","ALY3","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r05-c27","EV","EV","-","-"
"EV","p06-r05-c28","EV","EV","-","-"
"AT5G18960","p06-r05-c29","FAR1","FRS12","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G18960","p06-r05-c30","FAR1","FRS12","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r05-c31","EV","EV","-","-"
"EV","p06-r05-c32","EV","EV","-","-"
"AT3G06250","p06-r05-c33","FAR1","FRS7","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G06250","p06-r05-c34","FAR1","FRS7","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r05-c35","EV","EV","-","-"
"EV","p06-r05-c36","EV","EV","-","-"
"AT1G76320","p06-r05-c37","FAR1","FRS4","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G76320","p06-r05-c38","FAR1","FRS4","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r05-c39","EV","EV","-","-"
"EV","p06-r05-c40","EV","EV","-","-"
"AT5G11510","p06-r05-c41","MYB","AtMYB3R4","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G11510","p06-r05-c42","MYB","AtMYB3R4","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r05-c43","EV","EV","-","-"
"EV","p06-r05-c44","EV","EV","-","-"
"AT2G22740","p06-r05-c45","SET","SDG23","Nucleus","Chromosome"
"AT2G22740","p06-r05-c46","SET","SDG23","Nucleus","Chromosome"
"EV","p06-r05-c47","EV","EV","-","-"
"EV","p06-r05-c48","EV","EV","-","-"
"AT5G56930","p06-r06-c01","C3H","EMB1789","Nucleus","Chromosome"
"AT5G56930","p06-r06-c02","C3H","EMB1789","Nucleus","Chromosome"
"EV","p06-r06-c03","EV","EV","-","-"
"EV","p06-r06-c04","EV","EV","-","-"
"AT5G63420","p06-r06-c05","TRIHELIX","emb2746","Plastid","Plastid, chloroplast membrane; Plastid, chloroplast stroma; Plastid, chloroplast thylakoid membrane"
"AT5G63420","p06-r06-c06","TRIHELIX","emb2746","Plastid","Plastid, chloroplast membrane; Plastid, chloroplast stroma; Plastid, chloroplast thylakoid membrane"
"EV","p06-r06-c07","EV","EV","-","-"
"EV","p06-r06-c08","EV","EV","-","-"
"AT3G12270","p06-r06-c09","C2H2","PRMT3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G12270","p06-r06-c10","C2H2","PRMT3","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r06-c11","EV","EV","-","-"
"EV","p06-r06-c12","EV","EV","-","-"
"AT1G76880","p06-r06-c13","TRIHELIX","DF1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G76880","p06-r06-c14","TRIHELIX","DF1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"EV","p06-r06-c15","EV","EV","-","-"
"EV","p06-r06-c16","EV","EV","-","-"
"AT2G41900","p06-r06-c17","C3H","OXS2","Nucleus","Chromosome"
"AT2G41900","p06-r06-c18","C3H","OXS2","Nucleus","Chromosome"
"EV","p06-r06-c19","EV","EV","-","-"
"EV","p06-r06-c20","EV","EV","-","-"
"AT5G07400","p06-r06-c21","FHA","AT5G07400","Cytoplasm","Cytoplasm, cytoskeleton"
"AT5G07400","p06-r06-c22","FHA","AT5G07400","Cytoplasm","Cytoplasm, cytoskeleton"
"EV","p06-r06-c23","EV","EV","-","-"
"EV","p06-r06-c24","EV","EV","-","-"
"AT3G21430","p06-r06-c25","MYB-related","ALY3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G21430","p06-r06-c26","MYB-related","ALY3","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r06-c27","EV","EV","-","-"
"EV","p06-r06-c28","EV","EV","-","-"
"AT5G18960","p06-r06-c29","FAR1","FRS12","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G18960","p06-r06-c30","FAR1","FRS12","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r06-c31","EV","EV","-","-"
"EV","p06-r06-c32","EV","EV","-","-"
"AT3G06250","p06-r06-c33","FAR1","FRS7","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G06250","p06-r06-c34","FAR1","FRS7","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r06-c35","EV","EV","-","-"
"EV","p06-r06-c36","EV","EV","-","-"
"AT1G76320","p06-r06-c37","FAR1","FRS4","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G76320","p06-r06-c38","FAR1","FRS4","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r06-c39","EV","EV","-","-"
"EV","p06-r06-c40","EV","EV","-","-"
"AT5G11510","p06-r06-c41","MYB","AtMYB3R4","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G11510","p06-r06-c42","MYB","AtMYB3R4","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r06-c43","EV","EV","-","-"
"EV","p06-r06-c44","EV","EV","-","-"
"AT2G22740","p06-r06-c45","SET","SDG23","Nucleus","Chromosome"
"AT2G22740","p06-r06-c46","SET","SDG23","Nucleus","Chromosome"
"EV","p06-r06-c47","EV","EV","-","-"
"EV","p06-r06-c48","EV","EV","-","-"
"EV","p06-r07-c01","EV","EV","-","-"
"EV","p06-r07-c02","EV","EV","-","-"
"EV","p06-r07-c03","EV","EV","-","-"
"EV","p06-r07-c04","EV","EV","-","-"
"EV","p06-r07-c05","EV","EV","-","-"
"EV","p06-r07-c06","EV","EV","-","-"
"EV","p06-r07-c07","EV","EV","-","-"
"EV","p06-r07-c08","EV","EV","-","-"
"EV","p06-r07-c09","EV","EV","-","-"
"EV","p06-r07-c10","EV","EV","-","-"
"EV","p06-r07-c11","EV","EV","-","-"
"EV","p06-r07-c12","EV","EV","-","-"
"EV","p06-r07-c13","EV","EV","-","-"
"EV","p06-r07-c14","EV","EV","-","-"
"EV","p06-r07-c15","EV","EV","-","-"
"EV","p06-r07-c16","EV","EV","-","-"
"EV","p06-r07-c17","EV","EV","-","-"
"EV","p06-r07-c18","EV","EV","-","-"
"EV","p06-r07-c19","EV","EV","-","-"
"EV","p06-r07-c20","EV","EV","-","-"
"EV","p06-r07-c21","EV","EV","-","-"
"EV","p06-r07-c22","EV","EV","-","-"
"EV","p06-r07-c23","EV","EV","-","-"
"EV","p06-r07-c24","EV","EV","-","-"
"EV","p06-r07-c25","EV","EV","-","-"
"EV","p06-r07-c26","EV","EV","-","-"
"EV","p06-r07-c27","EV","EV","-","-"
"EV","p06-r07-c28","EV","EV","-","-"
"EV","p06-r07-c29","EV","EV","-","-"
"EV","p06-r07-c30","EV","EV","-","-"
"EV","p06-r07-c31","EV","EV","-","-"
"EV","p06-r07-c32","EV","EV","-","-"
"EV","p06-r07-c33","EV","EV","-","-"
"EV","p06-r07-c34","EV","EV","-","-"
"EV","p06-r07-c35","EV","EV","-","-"
"EV","p06-r07-c36","EV","EV","-","-"
"EV","p06-r07-c37","EV","EV","-","-"
"EV","p06-r07-c38","EV","EV","-","-"
"EV","p06-r07-c39","EV","EV","-","-"
"EV","p06-r07-c40","EV","EV","-","-"
"EV","p06-r07-c41","EV","EV","-","-"
"EV","p06-r07-c42","EV","EV","-","-"
"EV","p06-r07-c43","EV","EV","-","-"
"EV","p06-r07-c44","EV","EV","-","-"
"EV","p06-r07-c45","EV","EV","-","-"
"EV","p06-r07-c46","EV","EV","-","-"
"EV","p06-r07-c47","EV","EV","-","-"
"EV","p06-r07-c48","EV","EV","-","-"
"EV","p06-r08-c01","EV","EV","-","-"
"EV","p06-r08-c02","EV","EV","-","-"
"EV","p06-r08-c03","EV","EV","-","-"
"EV","p06-r08-c04","EV","EV","-","-"
"EV","p06-r08-c05","EV","EV","-","-"
"EV","p06-r08-c06","EV","EV","-","-"
"EV","p06-r08-c07","EV","EV","-","-"
"EV","p06-r08-c08","EV","EV","-","-"
"EV","p06-r08-c09","EV","EV","-","-"
"EV","p06-r08-c10","EV","EV","-","-"
"EV","p06-r08-c11","EV","EV","-","-"
"EV","p06-r08-c12","EV","EV","-","-"
"EV","p06-r08-c13","EV","EV","-","-"
"EV","p06-r08-c14","EV","EV","-","-"
"EV","p06-r08-c15","EV","EV","-","-"
"EV","p06-r08-c16","EV","EV","-","-"
"EV","p06-r08-c17","EV","EV","-","-"
"EV","p06-r08-c18","EV","EV","-","-"
"EV","p06-r08-c19","EV","EV","-","-"
"EV","p06-r08-c20","EV","EV","-","-"
"EV","p06-r08-c21","EV","EV","-","-"
"EV","p06-r08-c22","EV","EV","-","-"
"EV","p06-r08-c23","EV","EV","-","-"
"EV","p06-r08-c24","EV","EV","-","-"
"EV","p06-r08-c25","EV","EV","-","-"
"EV","p06-r08-c26","EV","EV","-","-"
"EV","p06-r08-c27","EV","EV","-","-"
"EV","p06-r08-c28","EV","EV","-","-"
"EV","p06-r08-c29","EV","EV","-","-"
"EV","p06-r08-c30","EV","EV","-","-"
"EV","p06-r08-c31","EV","EV","-","-"
"EV","p06-r08-c32","EV","EV","-","-"
"EV","p06-r08-c33","EV","EV","-","-"
"EV","p06-r08-c34","EV","EV","-","-"
"EV","p06-r08-c35","EV","EV","-","-"
"EV","p06-r08-c36","EV","EV","-","-"
"EV","p06-r08-c37","EV","EV","-","-"
"EV","p06-r08-c38","EV","EV","-","-"
"EV","p06-r08-c39","EV","EV","-","-"
"EV","p06-r08-c40","EV","EV","-","-"
"EV","p06-r08-c41","EV","EV","-","-"
"EV","p06-r08-c42","EV","EV","-","-"
"EV","p06-r08-c43","EV","EV","-","-"
"EV","p06-r08-c44","EV","EV","-","-"
"EV","p06-r08-c45","EV","EV","-","-"
"EV","p06-r08-c46","EV","EV","-","-"
"EV","p06-r08-c47","EV","EV","-","-"
"EV","p06-r08-c48","EV","EV","-","-"
"AT3G62240","p06-r09-c01","C2H2","AT3G62240","Nucleus","Chromosome"
"AT3G62240","p06-r09-c02","C2H2","AT3G62240","Nucleus","Chromosome"
"EV","p06-r09-c03","EV","EV","-","-"
"EV","p06-r09-c04","EV","EV","-","-"
"AT2G37520","p06-r09-c05","PHD","AT2G37520","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G37520","p06-r09-c06","PHD","AT2G37520","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r09-c07","EV","EV","-","-"
"EV","p06-r09-c08","EV","EV","-","-"
"AT4G13460","p06-r09-c09","SET","SDG22","Nucleus","Chromosome"
"AT4G13460","p06-r09-c10","SET","SDG22","Nucleus","Chromosome"
"EV","p06-r09-c11","EV","EV","-","-"
"EV","p06-r09-c12","EV","EV","-","-"
"AT4G16150","p06-r09-c13","CAMTA","AT4G16150","Nucleus","Chromosome"
"AT4G16150","p06-r09-c14","CAMTA","AT4G16150","Nucleus","Chromosome"
"EV","p06-r09-c15","EV","EV","-","-"
"EV","p06-r09-c16","EV","EV","-","-"
"AT2G31280","p06-r09-c17","bHLH","LL2","Nucleus","Chromosome"
"AT2G31280","p06-r09-c18","bHLH","LL2","Nucleus","Chromosome"
"EV","p06-r09-c19","EV","EV","-","-"
"EV","p06-r09-c20","EV","EV","-","-"
"AT2G21710","p06-r09-c21","mTERF","EMB2219","Plastid","Plastid, chloroplast stroma"
"AT2G21710","p06-r09-c22","mTERF","EMB2219","Plastid","Plastid, chloroplast stroma"
"EV","p06-r09-c23","EV","EV","-","-"
"EV","p06-r09-c24","EV","EV","-","-"
"AT5G09410","p06-r09-c25","CAMTA","EICBP.B","Cytoplasm","Cytoplasm, cytoskeleton"
"AT5G09410","p06-r09-c26","CAMTA","EICBP.B","Cytoplasm","Cytoplasm, cytoskeleton"
"EV","p06-r09-c27","EV","EV","-","-"
"EV","p06-r09-c28","EV","EV","-","-"
"AT2G35160","p06-r09-c29","SET","SUVH5","Nucleus","Chromosome"
"AT2G35160","p06-r09-c30","SET","SUVH5","Nucleus","Chromosome"
"EV","p06-r09-c31","EV","EV","-","-"
"EV","p06-r09-c32","EV","EV","-","-"
"AT5G24470","p06-r09-c33","Pseudo","APRR5","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G24470","p06-r09-c34","Pseudo","APRR5","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r09-c35","EV","EV","-","-"
"EV","p06-r09-c36","EV","EV","-","-"
"AT5G02810","p06-r09-c37","Pseudo","APRR7","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G02810","p06-r09-c38","Pseudo","APRR7","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r09-c39","EV","EV","-","-"
"EV","p06-r09-c40","EV","EV","-","-"
"AT2G46830","p06-r09-c41","MYB-related","CCA1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G46830","p06-r09-c42","MYB-related","CCA1","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r09-c43","EV","EV","-","-"
"EV","p06-r09-c44","EV","EV","-","-"
"AT5G61380","p06-r09-c45","Pseudo","PRR1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G61380","p06-r09-c46","Pseudo","PRR1","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r09-c47","EV","EV","-","-"
"EV","p06-r09-c48","EV","EV","-","-"
"AT3G62240","p06-r10-c01","C2H2","AT3G62240","Nucleus","Chromosome"
"AT3G62240","p06-r10-c02","C2H2","AT3G62240","Nucleus","Chromosome"
"EV","p06-r10-c03","EV","EV","-","-"
"EV","p06-r10-c04","EV","EV","-","-"
"AT2G37520","p06-r10-c05","PHD","AT2G37520","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G37520","p06-r10-c06","PHD","AT2G37520","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r10-c07","EV","EV","-","-"
"EV","p06-r10-c08","EV","EV","-","-"
"AT4G13460","p06-r10-c09","SET","SDG22","Nucleus","Chromosome"
"AT4G13460","p06-r10-c10","SET","SDG22","Nucleus","Chromosome"
"EV","p06-r10-c11","EV","EV","-","-"
"EV","p06-r10-c12","EV","EV","-","-"
"AT4G16150","p06-r10-c13","CAMTA","AT4G16150","Nucleus","Chromosome"
"AT4G16150","p06-r10-c14","CAMTA","AT4G16150","Nucleus","Chromosome"
"EV","p06-r10-c15","EV","EV","-","-"
"EV","p06-r10-c16","EV","EV","-","-"
"AT2G31280","p06-r10-c17","bHLH","LL2","Nucleus","Chromosome"
"AT2G31280","p06-r10-c18","bHLH","LL2","Nucleus","Chromosome"
"EV","p06-r10-c19","EV","EV","-","-"
"EV","p06-r10-c20","EV","EV","-","-"
"AT2G21710","p06-r10-c21","mTERF","EMB2219","Plastid","Plastid, chloroplast stroma"
"AT2G21710","p06-r10-c22","mTERF","EMB2219","Plastid","Plastid, chloroplast stroma"
"EV","p06-r10-c23","EV","EV","-","-"
"EV","p06-r10-c24","EV","EV","-","-"
"AT5G09410","p06-r10-c25","CAMTA","EICBP.B","Cytoplasm","Cytoplasm, cytoskeleton"
"AT5G09410","p06-r10-c26","CAMTA","EICBP.B","Cytoplasm","Cytoplasm, cytoskeleton"
"EV","p06-r10-c27","EV","EV","-","-"
"EV","p06-r10-c28","EV","EV","-","-"
"AT2G35160","p06-r10-c29","SET","SUVH5","Nucleus","Chromosome"
"AT2G35160","p06-r10-c30","SET","SUVH5","Nucleus","Chromosome"
"EV","p06-r10-c31","EV","EV","-","-"
"EV","p06-r10-c32","EV","EV","-","-"
"AT5G24470","p06-r10-c33","Pseudo","APRR5","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G24470","p06-r10-c34","Pseudo","APRR5","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r10-c35","EV","EV","-","-"
"EV","p06-r10-c36","EV","EV","-","-"
"AT5G02810","p06-r10-c37","Pseudo","APRR7","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G02810","p06-r10-c38","Pseudo","APRR7","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r10-c39","EV","EV","-","-"
"EV","p06-r10-c40","EV","EV","-","-"
"AT2G46830","p06-r10-c41","MYB-related","CCA1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G46830","p06-r10-c42","MYB-related","CCA1","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r10-c43","EV","EV","-","-"
"EV","p06-r10-c44","EV","EV","-","-"
"AT5G61380","p06-r10-c45","Pseudo","PRR1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G61380","p06-r10-c46","Pseudo","PRR1","Nucleus","Nucleus, nucleolus; Chromosome"
"EV","p06-r10-c47","EV","EV","-","-"
"EV","p06-r10-c48","EV","EV","-","-"
"EV","p06-r11-c01","EV","EV","-","-"
"EV","p06-r11-c02","EV","EV","-","-"
"EV","p06-r11-c03","EV","EV","-","-"
"EV","p06-r11-c04","EV","EV","-","-"
"EV","p06-r11-c05","EV","EV","-","-"
"EV","p06-r11-c06","EV","EV","-","-"
"EV","p06-r11-c07","EV","EV","-","-"
"EV","p06-r11-c08","EV","EV","-","-"
"EV","p06-r11-c09","EV","EV","-","-"
"EV","p06-r11-c10","EV","EV","-","-"
"EV","p06-r11-c11","EV","EV","-","-"
"EV","p06-r11-c12","EV","EV","-","-"
"EV","p06-r11-c13","EV","EV","-","-"
"EV","p06-r11-c14","EV","EV","-","-"
"EV","p06-r11-c15","EV","EV","-","-"
"EV","p06-r11-c16","EV","EV","-","-"
"EV","p06-r11-c17","EV","EV","-","-"
"EV","p06-r11-c18","EV","EV","-","-"
"EV","p06-r11-c19","EV","EV","-","-"
"EV","p06-r11-c20","EV","EV","-","-"
"EV","p06-r11-c21","EV","EV","-","-"
"EV","p06-r11-c22","EV","EV","-","-"
"EV","p06-r11-c23","EV","EV","-","-"
"EV","p06-r11-c24","EV","EV","-","-"
"EV","p06-r11-c25","EV","EV","-","-"
"EV","p06-r11-c26","EV","EV","-","-"
"EV","p06-r11-c27","EV","EV","-","-"
"EV","p06-r11-c28","EV","EV","-","-"
"EV","p06-r11-c29","EV","EV","-","-"
"EV","p06-r11-c30","EV","EV","-","-"
"EV","p06-r11-c31","EV","EV","-","-"
"EV","p06-r11-c32","EV","EV","-","-"
"EV","p06-r11-c33","EV","EV","-","-"
"EV","p06-r11-c34","EV","EV","-","-"
"EV","p06-r11-c35","EV","EV","-","-"
"EV","p06-r11-c36","EV","EV","-","-"
"EV","p06-r11-c37","EV","EV","-","-"
"EV","p06-r11-c38","EV","EV","-","-"
"EV","p06-r11-c39","EV","EV","-","-"
"EV","p06-r11-c40","EV","EV","-","-"
"EV","p06-r11-c41","EV","EV","-","-"
"EV","p06-r11-c42","EV","EV","-","-"
"EV","p06-r11-c43","EV","EV","-","-"
"EV","p06-r11-c44","EV","EV","-","-"
"EV","p06-r11-c45","EV","EV","-","-"
"EV","p06-r11-c46","EV","EV","-","-"
"EV","p06-r11-c47","EV","EV","-","-"
"EV","p06-r11-c48","EV","EV","-","-"
"EV","p06-r12-c01","EV","EV","-","-"
"EV","p06-r12-c02","EV","EV","-","-"
"EV","p06-r12-c03","EV","EV","-","-"
"EV","p06-r12-c04","EV","EV","-","-"
"EV","p06-r12-c05","EV","EV","-","-"
"EV","p06-r12-c06","EV","EV","-","-"
"EV","p06-r12-c07","EV","EV","-","-"
"EV","p06-r12-c08","EV","EV","-","-"
"EV","p06-r12-c09","EV","EV","-","-"
"EV","p06-r12-c10","EV","EV","-","-"
"EV","p06-r12-c11","EV","EV","-","-"
"EV","p06-r12-c12","EV","EV","-","-"
"EV","p06-r12-c13","EV","EV","-","-"
"EV","p06-r12-c14","EV","EV","-","-"
"EV","p06-r12-c15","EV","EV","-","-"
"EV","p06-r12-c16","EV","EV","-","-"
"EV","p06-r12-c17","EV","EV","-","-"
"EV","p06-r12-c18","EV","EV","-","-"
